STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/19/85,,79,60
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/20/85,,71,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/21/85,,57,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/22/85,,62,55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/23/85,,71,58
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/24/85,,67,60
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/25/85,,70,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/26/85,,68,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/27/85,,69,45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/28/85,,59,47
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/29/85,,55,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/30/85,,61,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/31/85,,60,51
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/01/85,,61,53
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/02/85,,59,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/03/85,,58,53
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/04/85,,64,56
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/05/85,,61,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/06/85,,61,48
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/07/85,,64,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/08/85,,59,44
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/09/85,,67,41
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/10/85,,73,53
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/11/85,,73,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/12/85,,60,56
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/13/85,,76,58
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/14/85,,77,55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/15/85,,73,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/16/85,,50,46
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/17/85,,63,48
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/18/85,,65,42
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/19/85,,72,54
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/20/85,,76,60
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/21/85,,61,48
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/22/85,,48,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/23/85,,51,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/24/85,,59,36
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/25/85,,46,38
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/26/85,,54,42
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/27/85,,60,44
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/28/85,,47,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/29/85,,47,42
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/30/85,,48,42
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/01/85,,49,44
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/02/85,,57,28
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/03/85,,39,28
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/04/85,,39,29
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/05/85,,44,31
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/06/85,,44,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/07/85,,44,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/08/85,,51,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/09/85,,54,34
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/10/85,,54,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/11/85,,60,40
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/12/85,,65,47
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/13/85,,48,38
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/14/85,,41,23
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/15/85,,42,20
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/16/85,,46,26
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/17/85,,45,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/18/85,,39,17
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/19/85,,31,15
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/20/85,,29,21
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/21/85,,28,19
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/22/85,,36,15
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/23/85,,50,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/24/85,,58,31
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/25/85,,41,17
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/26/85,,24,11
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/27/85,,48,24
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/28/85,,41,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/29/85,,47,28
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/30/85,,43,28
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/31/85,,44,29
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/01/86,,42,28
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/02/86,,52,27
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/03/86,,58,38
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/04/86,,45,34
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/05/86,,45,28
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/06/86,,48,25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/07/86,,31,21
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/08/86,,31,18
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/09/86,,42,18
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/10/86,,54,27
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/11/86,,44,28
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/12/86,,60,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/13/86,,44,23
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/14/86,,25,20
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/15/86,,29,17
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/16/86,,46,20
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/17/86,,53,27
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/18/86,,66,46
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/19/86,,59,49
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/20/86,,49,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/21/86,,53,35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/22/86,,66,34
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/23/86,,43,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/24/86,,38,27
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/25/86,,36,29
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/26/86,,38,34
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/27/86,,35,15
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/28/86,,23,12
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/29/86,,27,14
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/30/86,,31,20
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/31/86,,41,23
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/01/86,,44,27
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/02/86,,68,39
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/03/86,,46,35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/04/86,,38,36
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/05/86,,53,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/06/86,,47,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/07/86,,32,25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/08/86,,35,27
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/09/86,,37,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/10/86,,37,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/11/86,,33,27
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/12/86,,29,22
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/13/86,,26,17
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/14/86,,31,18
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/15/86,,37,24
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/16/86,,40,27
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/17/86,,51,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/18/86,,44,38
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/19/86,,45,38
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/20/86,,45,40
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/21/86,,56,39
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/22/86,,40,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/23/86,,43,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/24/86,,38,28
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/25/86,,34,26
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/26/86,,38,23
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/27/86,,34,29
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/28/86,,34,24
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/01/86,,37,23
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/02/86,,40,27
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/03/86,,45,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/04/86,,46,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/05/86,,47,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/06/86,,51,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/07/86,,39,18
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/08/86,,33,14
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/09/86,,67,28
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/10/86,,74,48
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/11/86,,72,44
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/12/86,,48,36
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/13/86,,49,40
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/14/86,,60,47
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/15/86,,69,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/16/86,,61,46
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/17/86,,53,40
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/18/86,,58,35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/19/86,,74,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/20/86,,63,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/21/86,,36,20
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/22/86,,47,25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/23/86,,60,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/24/86,,59,39
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/25/86,,67,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/26/86,,75,48
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/27/86,,68,45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/28/86,,64,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/29/86,,76,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/30/86,,84,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/31/86,,83,53
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/01/86,,80,51
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/02/86,,75,56
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/03/86,,67,49
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/04/86,,71,48
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/05/86,,57,48
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/06/86,,54,48
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/07/86,,74,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/08/86,,74,55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/09/86,,55,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/10/86,,50,40
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/11/86,,51,39
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/12/86,,64,40
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/13/86,,55,42
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/14/86,,66,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/15/86,,57,49
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/16/86,,52,45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/17/86,,50,42
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/18/86,,66,47
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/19/86,,71,41
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/20/86,,74,48
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/21/86,,68,49
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/22/86,,51,41
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/23/86,,51,35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/24/86,,69,42
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/25/86,,72,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/26/86,,78,45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/27/86,,81,53
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/28/86,,79,53
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/29/86,,78,59
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/30/86,,78,53
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/01/86,,87,60
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/02/86,,68,48
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/03/86,,61,42
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/04/86,,70,39
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/05/86,,86,49
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/06/86,,89,58
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/07/86,,91,67
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/08/86,,78,56
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/09/86,,68,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/10/86,,72,46
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/11/86,,80,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/12/86,,72,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/13/86,,72,51
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/14/86,,59,51
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/15/86,,69,56
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/16/86,,85,62
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/17/86,,90,64
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/18/86,,91,67
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/19/86,,86,70
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/20/86,,81,62
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/21/86,,77,60
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/22/86,,75,57
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/23/86,,75,58
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/24/86,,77,59
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/25/86,,79,58
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/26/86,,80,60
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/27/86,,69,59
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/28/86,,84,62
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/29/86,,91,64
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/30/86,,92,68
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/31/86,,91,68
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/01/86,,92,70
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/02/86,,84,60
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/03/86,,73,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/04/86,,84,56
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/05/86,,88,66
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/06/86,,92,71
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/07/86,,87,73
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/08/86,,93,72
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/09/86,,86,66
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/10/86,,87,61
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/11/86,,92,72
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/12/86,,95,69
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/13/86,,87,66
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/14/86,,87,65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/15/86,,91,70
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/16/86,,92,72
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/17/86,,80,65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/18/86,,79,58
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/19/86,,86,60
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/20/86,,84,67
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/21/86,,84,62
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/22/86,,88,62
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/23/86,,94,69
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/24/86,,90,68
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/25/86,,78,61
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/26/86,,83,59
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/27/86,,94,70
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/28/86,,91,72
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/29/86,,94,73
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/30/86,,88,70
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/01/86,,74,67
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/02/86,,87,69
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/03/86,,82,66
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/04/86,,84,59
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/05/86,,93,69
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/06/86,,97,73
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/07/86,,98,76
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/08/86,,97,78
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/09/86,,86,74
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/10/86,,87,71
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/11/86,,89,71
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/12/86,,95,71
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/13/86,,96,76
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/14/86,,94,72
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/15/86,,88,70
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/16/86,,91,71
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/17/86,,86,71
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/18/86,,97,74
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/19/86,,94,79
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/20/86,,90,71
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/21/86,,91,71
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/22/86,,89,73
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/23/86,,88,75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/24/86,,89,74
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/25/86,,91,74
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/26/86,,89,75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/27/86,,92,74
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/28/86,,94,75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/29/86,,94,72
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/30/86,,83,71
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/31/86,,88,70
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",08/01/86,,91,71
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",08/02/86,,95,69
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",08/03/86,,83,69
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",08/04/86,,88,70
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",08/05/86,,88,70
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",08/06/86,,89,68
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",08/07/86,,87,69
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",08/08/86,,82,73
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",08/09/86,,88,70
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",08/10/86,,90,72
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",08/11/86,,81,73
