STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/09/54,,77,53
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/10/54,,81,57
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/11/54,,88,61
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/12/54,,88,67
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/13/54,,89,66
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/14/54,,85,67
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/15/54,,76,55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/16/54,,63,47
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/17/54,,63,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/18/54,,64,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/19/54,,58,47
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/20/54,,56,42
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/21/54,,62,44
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/22/54,,64,46
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/23/54,,72,41
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/24/54,,75,46
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/25/54,,75,49
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/26/54,,63,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/27/54,,68,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/28/54,,59,42
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/29/54,,61,47
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/30/54,,53,38
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",10/31/54,,48,34
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/01/54,,48,31
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/02/54,,49,36
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/03/54,,48,34
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/04/54,,47,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/05/54,,50,39
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/06/54,,48,34
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/07/54,,52,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/08/54,,63,31
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/09/54,,55,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/10/54,,47,34
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/11/54,,57,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/12/54,,64,36
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/13/54,,51,34
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/14/54,,68,35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/15/54,,54,40
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/16/54,,51,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/17/54,,61,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/18/54,,60,55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/19/54,,63,55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/20/54,,64,56
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/21/54,,57,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/22/54,,49,36
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/23/54,,46,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/24/54,,46,40
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/25/54,,47,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/26/54,,46,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/27/54,,48,31
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/28/54,,50,35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/29/54,,52,39
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",11/30/54,,44,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/01/54,,45,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/02/54,,40,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/03/54,,37,28
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/04/54,,42,27
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/05/54,,49,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/06/54,,31,22
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/07/54,,36,21
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/08/54,,41,20
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/09/54,,46,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/10/54,,44,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/11/54,,40,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/12/54,,39,25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/13/54,,39,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/14/54,,46,38
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/15/54,,45,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/16/54,,43,34
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/17/54,,40,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/18/54,,50,38
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/19/54,,45,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/20/54,,32,22
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/21/54,,30,18
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/22/54,,31,19
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/23/54,,53,24
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/24/54,,49,38
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/25/54,,45,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/26/54,,48,24
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/27/54,,60,29
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/28/54,,63,38
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/29/54,,58,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/30/54,,52,38
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/31/54,,47,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/01/55,,51,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/02/55,,63,44
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/03/55,,56,41
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/04/55,,59,40
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/05/55,,40,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/06/55,,54,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/07/55,,44,34
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/08/55,,47,31
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/09/55,,40,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/10/55,,45,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/11/55,,40,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/12/55,,36,26
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/13/55,,37,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/14/55,,38,29
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/15/55,,49,29
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/16/55,,42,31
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/17/55,,44,28
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/18/55,,38,24
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/19/55,,38,29
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/20/55,,37,26
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/21/55,,33,22
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/22/55,,46,31
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/23/55,,36,31
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/24/55,,38,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/25/55,,44,28
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/26/55,,46,27
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/27/55,,44,16
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/28/55,,29,12
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/29/55,,29,17
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/30/55,,28,19
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",01/31/55,,33,13
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/01/55,,47,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/02/55,,36,22
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/03/55,,22,10
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/04/55,,30,14
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/05/55,,38,15
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/06/55,,53,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/07/55,,48,35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/08/55,,41,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/09/55,,49,24
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/10/55,,63,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/11/55,,58,23
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/12/55,,23,11
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/13/55,,28,17
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/14/55,,37,17
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/15/55,,49,31
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/16/55,,61,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/17/55,,47,34
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/18/55,,45,29
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/19/55,,49,28
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/20/55,,56,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/21/55,,56,32
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/22/55,,55,42
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/23/55,,56,39
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/24/55,,39,31
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/25/55,,50,26
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/26/55,,50,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/27/55,,63,44
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",02/28/55,,67,48
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/01/55,,69,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/02/55,,64,44
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/03/55,,57,35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/04/55,,65,44
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/05/55,,45,42
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/06/55,,46,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/07/55,,38,27
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/08/55,,46,24
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/09/55,,69,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/10/55,,74,48
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/11/55,,66,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/12/55,,62,47
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/13/55,,63,48
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/14/55,,56,42
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/15/55,,51,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/16/55,,71,45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/17/55,,46,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/18/55,,51,35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/19/55,,48,37
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/20/55,,53,35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/21/55,,48,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/22/55,,79,39
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/23/55,,61,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/24/55,,67,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/25/55,,53,35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/26/55,,51,23
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/27/55,,39,23
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/28/55,,43,27
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/29/55,,44,30
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/30/55,,57,34
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",03/31/55,,62,33
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/01/55,,73,41
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/02/55,,75,44
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/03/55,,70,47
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/04/55,,59,41
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/05/55,,68,39
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/06/55,,63,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/07/55,,62,39
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/08/55,,59,35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/09/55,,75,43
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/10/55,,82,46
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/11/55,,74,49
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/12/55,,73,49
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/13/55,,55,46
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/14/55,,66,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/15/55,,72,56
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/16/55,,73,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/17/55,,56,46
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/18/55,,59,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/19/55,,79,54
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/20/55,,67,51
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/21/55,,73,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/22/55,,80,58
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/23/55,,81,58
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/24/55,,70,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/25/55,,55,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/26/55,,53,49
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/27/55,,55,49
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/28/55,,68,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/29/55,,69,49
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",04/30/55,,77,56
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/01/55,,71,57
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/02/55,,71,49
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/03/55,,73,53
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/04/55,,80,55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/05/55,,88,60
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/06/55,,75,59
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/07/55,,78,47
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/08/55,,76,57
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/09/55,,68,47
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/10/55,,70,54
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/11/55,,70,54
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/12/55,,77,57
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/13/55,,65,57
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/14/55,,67,56
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/15/55,,70,53
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/16/55,,76,51
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/17/55,,64,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/18/55,,73,45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/19/55,,81,50
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/20/55,,80,64
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/21/55,,82,61
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/22/55,,76,65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/23/55,,82,69
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/24/55,,89,66
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/25/55,,85,69
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/26/55,,80,62
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/27/55,,84,63
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/28/55,,85,65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/29/55,,88,66
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/30/55,,78,66
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",05/31/55,,70,59
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/01/55,,73,54
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/02/55,,72,57
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/03/55,,73,58
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/04/55,,83,56
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/05/55,,88,65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/06/55,,84,65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/07/55,,74,62
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/08/55,,68,55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/09/55,,59,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/10/55,,72,52
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/11/55,,73,62
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/12/55,,79,61
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/13/55,,72,58
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/14/55,,69,60
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/15/55,,79,57
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/16/55,,83,63
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/17/55,,89,64
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/18/55,,84,65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/19/55,,72,65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/20/55,,86,64
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/21/55,,85,68
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/22/55,,90,67
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/23/55,,86,65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/24/55,,84,69
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/25/55,,81,62
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/26/55,,75,58
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/27/55,,80,60
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/28/55,,83,61
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/29/55,,88,62
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",06/30/55,,91,69
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/01/55,,93,72
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/02/55,,96,73
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/03/55,,95,77
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/04/55,,97,75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/05/55,,96,76
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/06/55,,89,73
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/07/55,,90,71
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/08/55,,88,72
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/09/55,,87,72
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/10/55,,88,75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/11/55,,86,75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/12/55,,84,71
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/13/55,,82,67
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/14/55,,86,64
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/15/55,,92,72
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/16/55,,93,77
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/17/55,,95,76
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/18/55,,94,77
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/19/55,,91,77
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/20/55,,93,73
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/21/55,,94,75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/22/55,,98,74
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/23/55,,97,77
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/24/55,,88,73
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/25/55,,89,72
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/26/55,,93,75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/27/55,,94,75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/28/55,,94,76
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/29/55,,78,73
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/30/55,,82,71
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",07/31/55,,89,72
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",08/01/55,,92,73
